Battery Voltage (V),Power (W),Humidity (%rel),Epoch Time,Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Latitude (deg),Longitude (deg),f,df,a1,b1,a2,b2,varianceDensity,direction,directionalSpread,Wind Speed (m/s),Wind Direction (deg),Surface Temperature (°C),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg),Mean Barometric Pressure (hPa),Processing Source
4.01,-0.15,84,1747995000,0.632,7.877,3.168,138.208,70.885,68.013,64.313,12.59105,-81.68795,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.35156;0.38086;0.41016;0.43945;0.46875;0.49805;0.6543,0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.0293;0.0293;0.0293;0.0293;0.0293;0.0293;0.2832,-0.150538;-0.16129;-0.205279;-0.246334;-0.168133;-0.204301;-0.246334;-0.317693;-0.253177;-0.13783;-0.156403;-0.115347;-0.101662;-0.148583;-0.244379;-0.207234;-0.164223;-0.236559;-0.239492;-0.356794;-0.302053;-0.341153;-0.396872;-0.40958;-0.468231;-0.485826;-0.489736;-0.424242;-0.4174;-0.532747;-0.540567;-0.530792;-0.507331;-0.468231;-0.484848;-0.471163;-0.445748;-0.347019;-0.16911,-0.134897;-0.201369;-0.13392;-0.127077;-0.173998;-0.131965;-0.092864;-0.081134;-0.008798;-0.01955;0.174976;0.173021;-0.062561;-0.081134;0.004888;0.034213;-0.129032;-0.197458;-0.187683;-0.198436;-0.197458;-0.158358;-0.146628;-0.101662;-0.039101;-0.087977;-0.198436;-0.294233;-0.262952;-0.188661;-0.238514;-0.312805;-0.231672;-0.296188;-0.261975;-0.247312;-0.147605;-0.163245;-0.063539,-0.075269;0.035191;0.051808;-0.077224;-0.178886;-0.129032;0.028348;0.098729;0.094819;0.146628;0.039101;-0.101662;-0.089932;0.116325;0.210166;0.062561;0.127077;0.130987;0.047898;0.123167;0.184751;0.241447;0.247312;0.171066;0.254154;0.314761;0.194526;0.043988;0.112414;0.173998;0.185728;0.13001;0.209189;0.208211;0.256109;0.255132;0.410557;0.397849;0.241447,-0.033236;0.184751;0.190616;-0.057673;-0.076246;-0.008798;0.125122;0.094819;-0.077224;0.1652;0.221896;0.207234;0.27957;0.134897;0.035191;0.185728;0.177908;0.226784;0.11828;0.026393;0.021505;0.064516;0.103617;0.098729;-0.035191;0.139785;0.27957;0.191593;0.155425;0.218964;0.262952;0.344086;0.220919;0.277615;0.315738;0.29521;0.2913;0.254154;0.2913,0.010252288;0.018003968000000002;0.013253632;0.010252288;0.012503040000000002;0.013253632;0.013253632;0.033258496;0.057513984000000004;0.087271424;0.10352537599999999;0.079019008;0.062015488;0.05951488;0.055013376;0.042760192;0.031257599999999996;0.033508352;0.03900928;0.042010624;0.045260800000000004;0.055763968000000004;0.051012608;0.05026201600000001;0.050762752;0.055013376;0.054513663999999996;0.054012928;0.048262144;0.053513216;0.069016576;0.065265664;0.062765056;0.056763392;0.05026201600000001;0.042510336;0.032258048000000004;0.029256703999999998;0.009001984000000001,48.13650366858445;38.69358907362721;56.88035765575705;62.71202371831464;44.01790005693067;57.140200619493214;69.34435496810522;75.6737425290458;88.0097500782407;81.92693962781368;138.20793508358187;146.3100088931527;58.392592088806566;61.363177789863926;91.14586126972904;99.37460385646364;51.842850454691074;50.1479331930276;51.91522067664164;60.9187608159678;56.82656361951558;65.09999311786657;69.72278698858997;76.06030412080156;85.22642398251548;79.73568584289751;67.9427139998815;55.25676100894509;57.79005495054662;70.49948463980235;66.19152270041207;59.48841199763632;65.45625596533216;57.683859568493745;61.616583895935946;62.30515803079402;71.67822652538024;64.80672489205301;69.40750220040479,72.37725601187549;69.79745990355293;70.401567472394;68.88942733167075;70.54789596142365;70.48940018809643;69.54976829460735;66.42903577613387;70.01676378512299;75.17723334702447;70.88541178696674;72.11328034176445;76.03867305797426;73.8519454955208;70.43290361310045;72.01789184349893;72.07206443332771;67.39799301208772;67.58610747976118;62.330690178751254;64.77880449208658;64.0014540787537;61.54471588069196;61.602517515957345;58.997362320869215;57.6540465668607;55.64414308850662;56.35476090155635;57.67713631210333;53.43176202536562;51.829838656790706;50.20454753789207;53.8870058264485;54.110604410715936;54.28922343335458;55.424554268889835;59.014575122130736;63.621615300588125;73.34519114422721,10.00,205.71,28.94,-,-,-,-,-,-,-,-,-,-,-,-,1010.1,embedded
4.01,-0.15,84,1747993200,-,-,-,-,-,-,-,12.5910500,-81.6879500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.01,-0.14,83.2,1747987800,0.59,7.877,3.115,140.077,67.568,72.577,64.263,12.59105,-81.68793,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.35156;0.38086;0.41016;0.43945;0.46875;0.49805;0.6543,0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.0293;0.0293;0.0293;0.0293;0.0293;0.0293;0.2832,-0.292278;-0.26002;-0.130987;-0.171065;-0.288368;-0.240469;-0.290323;-0.370479;-0.414467;-0.264907;-0.195503;-0.132942;-0.276637;-0.293255;-0.307918;-0.292278;-0.326491;-0.29521;-0.268817;-0.361681;-0.321603;-0.2913;-0.297165;-0.399804;-0.454545;-0.465298;-0.498534;-0.517107;-0.419355;-0.472141;-0.44086;-0.422287;-0.491691;-0.474096;-0.488759;-0.465298;-0.419355;-0.43304;-0.178886,-0.195503;-0.175953;-0.113392;-0.173998;-0.152493;0.022483;0.028348;-0.052786;-0.031281;0.031281;0.233627;0.309873;0.067449;-0.115347;-0.032258;0.117302;-0.043988;-0.167155;-0.228739;-0.201369;-0.110459;-0.14956;-0.16129;-0.128055;-0.177908;-0.198436;-0.103617;-0.15347;-0.231672;-0.250244;-0.304985;-0.305963;-0.264907;-0.226784;-0.219941;-0.208211;-0.071359;-0.131965;-0.065494,0.29912;0.218964;0.096774;0.001955;-0.024438;0.004888;0.053763;0.187683;0.27566;0.044966;-0.144673;-0.148583;0.021505;0.070381;0.138807;0.117302;0.224829;0.191593;0.038123;0.195503;0.268817;0.110459;0.098729;0.186706;0.109482;0.067449;0.259042;0.185728;-0.090909;-0.050831;0.042033;0.024438;0.068426;0.172043;0.222874;0.30694;0.42913;0.420332;0.290323,-0.01564;0.086022;0.155425;0.174976;0.182796;0.016618;-0.036168;0.058651;0.103617;0.232649;0.231672;0.269795;0.339198;0.286413;0.237537;0.237537;0.167155;0.13001;0.220919;0.205279;0.059629;-0.002933;-0.033236;-0.097752;0.014663;0.055718;0.120235;0.174976;0.106549;0.213099;0.277615;0.212121;0.186706;0.278592;0.234604;0.305963;0.196481;0.216031;0.248289,0.01575424;0.024506367999999997;0.012253183999999999;0.026006527999999998;0.024255488000000002;0.013253632;0.011252736000000001;0.024005632;0.04076032;0.06551552;0.08902144000000001;0.068516864;0.052013055999999995;0.045761536;0.05026201600000001;0.053763072;0.041260032;0.030757888000000004;0.033007616000000004;0.028507136;0.034008064;0.03750912;0.03900928;0.03800883199999999;0.044761088000000004;0.04076032;0.035759104;0.039759872;0.03800883199999999;0.044511232;0.046511104000000004;0.040509439999999994;0.05151232;0.050762752;0.039759872;0.040009728;0.031007744;0.028006399999999997;0.00950272,56.221673254495784;55.91417096248961;49.118122529293316;44.51300349670436;62.129492655744116;95.34142443960855;95.57685140962641;81.89105223146504;85.68390764206663;96.73446932555646;140.07684070822572;156.77965529910313;103.70237890831893;68.52862603604012;84.01941449845867;111.86742145551676;82.3267685680014;60.480417663102116;49.605216630841596;60.89275123217715;71.04425680195072;62.8230115970282;61.50855262930156;72.24002633192697;68.62472494936242;66.90316888875122;78.25861730033807;73.46986058145342;61.08161462334954;62.07553204752344;55.32468627685455;54.075240709403715;61.68566777950775;64.43586127926494;65.77230829943369;65.89249516142058;80.34283884942079;73.05187689676973;69.89123839076899,65.24497788023697;67.11396004765342;73.67580687668476;70.45260145610696;66.51219295645846;70.56841127898547;68.19383497207428;64.09855872546484;61.94064611564465;69.38481129818676;67.56842255341114;65.96798925844;68.52819880923539;67.05689779480082;67.3266568372316;67.0660064221764;66.35232653893064;65.86529107769921;65.17808606041689;62.02994230123509;65.82566238120005;66.45072611143473;65.92179463340722;61.71949375437348;57.972383308810564;56.95990626904953;56.76689290863558;54.99199213627728;58.48137032802728;55.29213921809832;55.19031020032523;56.05165326452186;53.839006384794956;55.812946033076045;55.19663431686884;56.733885388237496;61.422410165387234;59.944572406138306;72.90317936288557,9.20,302.86,28.94,-,-,-,-,-,-,-,-,-,-,-,-,1010.3000000000001,embedded
4.01,-0.14,83.2,1747986000,-,-,-,-,-,-,-,12.5910500,-81.6879333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.01,-0.14,82.4,1747980600,0.596,7.877,3.16,128.089,68.959,63.225,63.898,12.59107,-81.68793,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.35156;0.38086;0.41016;0.43945;0.46875;0.49805;0.6543,0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.0293;0.0293;0.0293;0.0293;0.0293;0.0293;0.2832,-0.008798;-0.090909;-0.1261;-0.245357;-0.236559;-0.277615;-0.282502;-0.257087;-0.365591;-0.343108;-0.217009;-0.237537;-0.266862;-0.250244;-0.185728;-0.151515;-0.29912;-0.31476;-0.348974;-0.454545;-0.415445;-0.357771;-0.387097;-0.432063;-0.40176;-0.410557;-0.42131;-0.455523;-0.461388;-0.480938;-0.471163;-0.407625;-0.415445;-0.43695;-0.390029;-0.430108;-0.327468;-0.333333;-0.135875,-0.002933;-0.089932;-0.072336;-0.047898;-0.072336;-0.11828;-0.16911;-0.184751;-0.162268;-0.082111;0.170088;0.159335;0;-0.104594;0.00391;-0.010753;-0.15738;-0.13783;-0.13001;-0.162268;-0.091887;-0.16911;-0.195503;-0.224829;-0.298143;-0.264907;-0.244379;-0.234604;-0.292278;-0.329423;-0.358749;-0.344086;-0.317693;-0.331378;-0.301075;-0.285435;-0.237537;-0.15738;-0.057673,-0.128055;-0.089932;-0.067449;0.00782;0.076246;0.008798;0.173998;0.242424;0.241447;0.203324;-0.117302;-0.13001;-0.02737;0.15738;-0.00391;0.01173;0.242424;0.250244;0.15738;0.214076;0.181818;0.158358;0.256109;0.281525;0.154448;0.168133;0.095797;0.109482;0.079179;0.143695;0.103617;0.026393;0.113392;0.130987;0.085044;0.167155;0.086022;0.167155;0.171066,0.173021;-0.036168;0.010753;0.192571;0.206256;0.147605;0.243402;0.268817;0.233627;0.245357;0.243402;0.280547;0.268817;0.362659;0.315738;0.297165;0.284457;0.12219;-0.046921;0.074291;-0.050831;0.051808;0.00391;0.083089;0.229717;0.204301;0.147605;0.156403;0.244379;0.370479;0.434018;0.333333;0.294233;0.354839;0.280547;0.342131;0.358749;0.445748;0.340176,0.0035010560000000002;0.00950272;0.007501824;0.005751808;0.007501824;0.006751232;0.006251520000000001;0.011502592;0.048011264;0.089271296;0.11202764800000001;0.083270656;0.056013824000000004;0.049011712;0.048262144;0.042510336;0.047761408000000005;0.033258496;0.031007744;0.035508224000000005;0.034758656000000006;0.044761088000000004;0.056763392;0.057763840000000004;0.045510656;0.040509439999999994;0.044511232;0.049762304;0.052762624;0.058764288;0.06451609600000001;0.054763519999999996;0.047761408000000005;0.053012479999999994;0.040509439999999994;0.039259136;0.025756671999999998;0.025505792000000003;0.008252416,71.5630974900493;45.309539495892636;60.1596945908214;78.95378169226842;72.99719678560484;66.92319878223225;59.094618387685614;54.29775869210164;66.0659015437675;76.54136533970694;128.08875077933672;123.85290721525192;90;67.31663014777735;91.20602930408589;85.94053226182166;62.24919665188213;66.35190867406573;69.5671600128918;70.35394584107166;77.52825758474819;64.700991814399;63.203981841539644;62.50926178899408;53.42117472094492;57.168352704421636;59.88431306282109;62.75057274607582;57.64674270591138;55.590440253263466;52.71393190763342;49.83148907018216;52.59466384494641;52.823726375591264;52.33438041633974;56.430330167035095;54.04381880566342;64.72610777765135;67.00089885322063,80.65186377902222;75.67053563174893;74.90754903659094;70.17324769314298;70.29557069759537;67.70790878188305;66.36177079300637;66.98531204679688;62.765187061876574;65.18656322855696;68.95887400900493;68.46656061442746;69.37939293241055;69.17273261859779;73.11582860076166;74.62118868510248;65.92770605428524;65.64733486370324;64.19147901346341;58.281907010416354;61.41694222682917;62.987582693140006;60.978151165500265;58.03250499286249;57.2785735340159;57.94510732080657;58.032696830301;56.581616894273495;54.586171247978164;52.32823455613118;51.74443852172737;55.34692877105115;55.962777536934354;54.45241854865456;57.7116291550848;56.35974261708414;62.52605013068872;64.38484743410608;74.80958634081574,9.20,234.29,28.98,-,-,-,-,-,-,-,-,-,-,-,-,1011.4,embedded
4.01,-0.14,82.4,1747978800,-,-,-,-,-,-,-,12.5910667,-81.6879333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.15,81.6,1747973400,0.649,7.314,3.242,123.69,70.981,65.152,63.304,12.59105,-81.68793,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.35156;0.38086;0.41016;0.43945;0.46875;0.49805;0.6543,0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.0293;0.0293;0.0293;0.0293;0.0293;0.0293;0.2832,-0.162268;-0.152493;-0.172043;-0.213099;-0.259042;-0.236559;-0.216031;-0.29521;-0.30303;-0.230694;-0.163245;-0.193548;-0.308895;-0.394917;-0.186706;-0.217009;-0.285435;-0.372434;-0.358749;-0.28739;-0.321603;-0.347019;-0.329423;-0.372434;-0.516129;-0.465298;-0.515151;-0.505376;-0.512219;-0.531769;-0.508309;-0.466276;-0.500489;-0.486804;-0.449658;-0.432063;-0.359726;-0.372434;-0.176931,-0.010753;-0.130987;-0.204301;-0.104594;-0.089932;-0.071359;-0.104594;-0.086999;-0.083089;-0.067449;0.01955;0.129032;0.012708;-0.069404;0.078201;0.078201;-0.076246;-0.177908;-0.099707;-0.1652;-0.238514;-0.163245;-0.218964;-0.189638;-0.192571;-0.206256;-0.281525;-0.330401;-0.332356;-0.372434;-0.331378;-0.325513;-0.316716;-0.285435;-0.309873;-0.233627;-0.261975;-0.164223;-0.087977,0.005865;-0.061584;0.043988;0.082111;0.049853;-0.038123;-0.14174;0.045943;0.043988;0.120235;0.150538;-0.065494;0.008798;0.108504;-0.009775;0.074291;0.077224;0.032258;0.131965;0.14956;0.111437;0.162268;0.170088;0.160313;0.229717;0.071359;0.041056;0.042033;0.159335;0.090909;0.11437;0.034213;0.097752;0.16911;0.173021;0.218964;0.15738;0.27957;0.173021,0.311828;0.398827;0.273705;0.28739;0.304985;0.326491;0.363636;0.398827;0.228739;0.204301;0.135875;0.212121;0.351906;0.289345;0.233627;0.2913;0.069404;0.197458;0.206256;0.036168;-0.001955;0.090909;0.076246;0.012708;0.184751;0.223851;0.242424;0.237537;0.324536;0.407625;0.342131;0.301075;0.280547;0.231672;0.326491;0.256109;0.30303;0.201369;0.266862,0.007501824;0.013503488000000001;0.009001984000000001;0.007501824;0.010502144;0.006751232;0.0070021120000000004;0.02350592;0.043760639999999996;0.077268992;0.14503526400000002;0.15728844799999997;0.097773568;0.06951731200000001;0.054763519999999996;0.05001216000000001;0.048011264;0.03600896;0.031507456;0.036508672;0.05326336;0.049512447999999994;0.052762624;0.058764288;0.054763519999999996;0.05001216000000001;0.06751641600000001;0.067016704;0.059764736;0.070767616;0.06651596800000001;0.055513088;0.063014912;0.051762176;0.050762752;0.040009728;0.033508352;0.02200576;0.00950272,86.20872842414008;49.338391524730525;40.10091618236913;63.8571099304221;70.854456013858;73.21384601630444;64.16549832160638;73.57964523446776;74.66669251596761;73.7024359404569;96.82914070511535;123.69006752597977;92.35583094856955;80.03243962768573;112.72616178235228;109.81704936378515;75.04422295179165;64.46666004345775;74.46780863781112;60.10847777623303;53.43784948135857;64.80672489205301;56.38843206637483;63.01546439050054;69.5391363311279;66.09338138396532;61.34382561153768;56.824439181570824;57.02226406741693;54.99383069269868;56.89877141983936;55.080633839677944;57.67383509902055;59.61499330429649;55.428092034864676;61.59882948968027;53.93554822867503;66.20514737934332;63.56164177069371,74.14773899180422;72.4275476044736;69.36854856559829;70.76045738631613;69.03088616830897;70.3088288261556;70.6380809375304;67.41634204964623;67.10141418639428;70.62262019712652;74.06855367460643;70.98132010102208;67.34843879443963;62.71366514771351;72.36429025644097;71.07128638630566;68.01358764127099;62.09419969224793;64.19444005383774;66.25098696879971;62.74363599430117;63.621615300588125;62.99637741305845;61.81919948978637;54.30215811349348;56.77989066230996;52.069361938499505;51.00315090474367;50.563511015999666;47.990540393630454;50.81033280980072;53.21676365360823;51.738929606289425;53.48401458492006;54.591221260265456;57.79879086425761;60.364318104514005;62.3954190535436;72.58283573752745,8.80,57.14,29.04,-,-,-,-,-,-,-,-,-,-,-,-,1011.6,embedded
4.04,-0.15,81.6,1747971600,-,-,-,-,-,-,-,12.5910833,-81.6879333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.14,78.4,1747966200,0.69,7.314,3.441,130.736,67.011,68.011,62.941,12.59107,-81.68795,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.35156;0.38086;0.41016;0.43945;0.46875;0.49805;0.6543,0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.0293;0.0293;0.0293;0.0293;0.0293;0.0293;0.2832,0.004888;-0.102639;-0.202346;-0.1652;-0.179863;-0.139785;-0.15738;-0.249267;-0.304985;-0.379277;-0.372434;-0.239492;-0.220919;-0.244379;-0.234604;-0.301075;-0.389052;-0.384164;-0.434018;-0.460411;-0.470186;-0.443793;-0.420332;-0.445748;-0.385142;-0.348974;-0.466276;-0.451613;-0.432063;-0.470186;-0.410557;-0.473118;-0.516129;-0.506354;-0.416422;-0.468231;-0.480938;-0.377322;-0.154448,-0.047898;-0.101662;-0.181818;-0.114369;-0.049853;-0.030303;-0.006843;-0.097752;-0.188661;-0.113392;0.098729;0.206256;0.060606;0.004888;-0.124145;-0.064516;-0.049853;-0.223851;-0.228739;-0.167155;-0.180841;-0.175953;-0.172043;-0.239492;-0.260997;-0.312805;-0.270772;-0.284457;-0.372434;-0.342131;-0.284457;-0.272727;-0.315738;-0.285435;-0.261975;-0.213099;-0.1652;-0.166178;-0.070381,0.084066;0.031281;-0.086999;-0.053763;0.082111;0.092864;0.035191;0.086022;0.052786;0.100684;0.139785;-0.066471;-0.077224;0.085044;0.101662;0.230694;0.207234;0.16129;0.315738;0.317693;0.30303;0.302053;0.151515;0.018573;0.033236;0.012708;0.046921;0.064516;0.100684;0.11828;0.085044;0.091887;0.204301;0.278592;0.191593;0.27566;0.391984;0.223851;0.186706,-0.022483;0;0.081134;0.12219;0.184751;0.175953;-0.002933;0.043988;0.174976;0.123167;0.173021;0.182796;0.26393;0.309873;0.123167;0.109482;0.277615;0.270772;0.159335;0.082111;0.111437;0.058651;0.016618;0.040078;-0.002933;0.16129;0.254154;0.210166;0.273705;0.276637;0.089932;0.198436;0.296188;0.265885;0.215054;0.270772;0.269795;0.30694;0.241447,0.0060016639999999994;0.020004864;0.025756671999999998;0.021505023999999998;0.014003199999999999;0.008502271999999998;0.010753024;0.024255488000000002;0.05051187199999999;0.094022656;0.158788608;0.186796032;0.146285568;0.088271872;0.069767168;0.062265344;0.05026201600000001;0.05001216000000001;0.05001216000000001;0.042010624;0.04076032;0.05326336;0.068267008;0.087771136;0.078519296;0.082520064;0.09502310400000001;0.07551795199999999;0.060514304000000005;0.050762752;0.042760192;0.04676096;0.066016256;0.06651596800000001;0.048512;0.040259583999999994;0.035258368;0.025505792000000003;0.008252416,354.1731264342948;45.2739954766206;48.05872027935061;55.30490057377483;74.50811254460245;77.76851550480353;87.51030488850301;68.58698364992836;58.25943462614134;73.35497465170874;104.84711290160047;130.73578507119038;105.3408672844314;91.14586126972904;62.11362572858093;77.90525591935989;82.69792958794875;59.770796516009;62.209579859089104;70.04626521014677;68.96246447741783;68.37289288401166;67.7405846842031;61.75169962281302;55.87590668197248;48.12834244118238;59.85575684032085;57.79444834602475;49.23898929399593;53.95847851460644;55.28360365316888;60.038871378686736;58.544106081569964;60.58976488218434;57.82561560091119;65.52900132784805;71.04263816363658;66.23062168346951;65.50153857174422,79.05377720548168;74.94742307522475;69.13430819262167;72.43210320395082;73.07653399806578;75.01013789741269;74.37298079551255;69.33741348754343;64.89258759632415;62.98030642896896;63.528699620550114;67.01076981710855;71.14459145949264;70.43290361310045;69.44730150539428;67.40916807622695;63.16931439947452;60.38524818381979;57.83157466253714;57.87637495720551;57.07970084670029;58.57629926808904;59.86363610034456;56.950300997180705;59.2535904463825;59.064873954616296;55.00427241957308;55.32931983743459;53.107610030265796;52.419333876926686;57.32599181100985;54.590832249149244;50.92269240892806;52.433388560499296;57.75381821784211;56.462201023243885;56.80553282879074;62.117989242676416;73.83253293783869,8.80,251.43,29.10,-,-,-,-,-,-,-,-,-,-,-,-,1010.7,embedded
4.04,-0.14,78.4,1747964400,-,-,-,-,-,-,-,12.5910667,-81.6879500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
